"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","agi_salaries_wages_returns","agi_salaries_wages_amount","farm_returns","unemployment_compensation_returns","unemployment_compensation_amount","state_local_income_tax_returns","state_local_income_tax_amount","state_local_general_sales_returns","state_local_general_sales_amount","real_estate_returns","real_estate_amount","taxes_paid_returns","taxes_paid_amount","taxable_income_returns","taxable_income_amount","child_tax_credit_returns","child_tax_credit_amount","total_tax_payments_returns","total_tax_payments_amount","tax_due_at_filing_returns","tax_due_at_filing_amount","overpayments_refunded_returns","overpayments_refunded_amount"
"1960",37762,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1961",37763,"Total",3580,402199,6850,407493,5440,275404,190,280,928,90,565,1270,3345,1340,3374,1490,7561,5320,277068,980,1209,6560,59461,1230,4273,5340,13829
"1962",37763,"$1 under $25,000",880,30361,2490,30924,1830,20961,30,90,259,0,0,110,111,100,197,130,315,1020,5935,60,22,2260,4666,220,165,2110,3821
"1963",37763,"$25,000 under $50,000",790,54110,1490,54683,1170,38742,30,70,219,0,0,190,303,180,310,220,644,1430,26836,290,277,1460,6322,190,258,1260,3330
"1964",37763,"$50,000 under $75,000",620,60133,970,60654,790,42624,40,50,190,30,67,190,360,200,346,230,777,970,39281,260,394,950,6917,200,390,750,2082
"1965",37763,"$75,000 under $100,000",470,63186,730,63686,620,43813,30,30,119,0,0,220,518,220,492,240,1048,730,45687,200,311,730,7894,180,404,540,1789
"1966",37763,"$100,000 under $200,000",710,131586,980,132802,860,94700,60,40,141,30,168,440,1447,490,1311,510,2984,980,103769,170,205,970,19117,340,1500,620,2239
"1967",37763,"$200,000 or more",110,62823,190,64744,170,34564,0,0,0,30,330,120,606,150,718,160,1793,190,55560,0,0,190,14545,100,1556,60,568
"1968",37764,"Total",2650,191562,4310,193953,3620,136258,70,240,640,30,195,500,1066,530,747,590,2061,3010,120663,670,750,4140,29828,630,2283,3550,8983
"1969",37764,"$1 under $25,000",1050,25674,2040,26085,1650,19977,0,110,246,0,0,50,58,60,81,60,139,800,4336,70,22,1920,4693,140,94,1810,3950
"1970",37764,"$25,000 under $50,000",740,39662,1100,40070,960,31962,40,70,208,0,0,110,174,120,132,140,320,1050,19074,260,233,1070,4613,140,223,950,2571
"1971",37764,"$50,000 under $75,000",350,31343,510,31746,440,24418,0,20,65,0,0,90,167,90,105,110,295,510,19844,160,235,500,3311,110,238,390,1068
"1972",37764,"$75,000 under $100,000",250,26871,320,27080,290,20928,30,40,121,30,195,100,215,100,117,110,360,310,18899,110,174,310,3007,90,210,230,669
"1973",37764,"$100,000 under $200,000",220,35377,280,35824,240,23532,0,0,0,0,0,130,354,130,200,140,598,280,27496,70,86,280,4767,120,646,170,725
"1974",37764,"$200,000 or more",40,32635,60,33148,40,15441,0,0,0,0,0,20,98,30,112,30,349,60,31014,0,0,60,9437,30,872,0,0
"1975",37765,"Total",120,4578,180,4599,140,3560,30,0,0,0,0,0,0,0,0,0,0,100,1950,20,19,170,654,0,0,150,440
"1976",37765,"$1 under $25,000",60,1421,110,1442,80,1050,30,0,0,0,0,0,0,0,0,0,0,40,199,0,0,100,285,0,0,90,249
"1977",37765,"$25,000 under $50,000",60,1695,50,1695,60,2510,0,0,0,0,0,0,0,0,0,0,0,40,697,20,19,50,202,0,0,60,191
"1978",37765,"$50,000 under $75,000",0,1462,20,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1054,0,0,20,167,0,0,0,0
"1979",37765,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980",37765,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1981",37765,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1982",37766,"Total",4120,241668,6310,244275,5110,168118,140,300,828,80,457,440,963,510,995,550,2652,4100,141628,890,985,6040,36368,780,2975,5330,14475
"1983",37766,"$1 under $25,000",2010,41136,3300,41753,2530,30003,40,160,431,0,0,50,58,50,68,60,137,1150,6281,100,30,3090,8264,220,190,2940,6945
"1984",37766,"$25,000 under $50,000",1100,55155,1540,55586,1320,44492,50,70,174,0,0,100,139,90,91,110,249,1480,26252,410,370,1500,6684,170,308,1350,3930
"1985",37766,"$50,000 under $75,000",560,46221,760,46638,670,35698,0,40,131,40,96,90,162,100,139,110,355,760,29455,240,374,750,5075,150,393,600,1679
"1986",37766,"$75,000 under $100,000",240,30603,360,30851,310,21623,20,30,92,0,0,70,165,90,184,90,400,360,21793,90,150,350,3565,100,273,250,874
"1987",37766,"$100,000 under $200,000",170,36113,280,36465,220,22256,30,0,0,40,361,90,258,120,252,120,649,280,28272,50,61,280,5148,110,566,160,741
"1988",37766,"$200,000 or more",40,32440,70,32982,60,14046,0,0,0,0,0,40,181,60,261,60,862,70,29575,0,0,70,7632,30,1245,30,306
"1989",37769,"Total",1530,88097,2340,88736,1950,68736,20,100,262,0,0,190,377,180,286,210,750,1590,50618,360,428,2260,12901,250,536,2020,5438
"1990",37769,"$1 under $25,000",630,14697,1150,14853,900,11076,20,50,120,0,0,0,0,0,0,20,37,420,2513,40,14,1090,2812,60,29,1040,2365
"1991",37769,"$25,000 under $50,000",410,21668,600,21820,520,17807,0,20,57,0,0,60,67,50,58,50,103,580,10727,150,141,590,2648,60,92,530,1502
"1992",37769,"$50,000 under $75,000",260,19957,330,20064,290,16565,0,30,85,0,0,40,63,40,61,50,146,330,12633,100,162,320,2313,60,123,270,844
"1993",37769,"$75,000 under $100,000",130,12806,150,12915,130,9945,0,0,0,0,0,40,86,40,58,40,159,150,8994,50,83,150,1541,30,87,110,403
"1994",37769,"$100,000 under $200,000",100,18969,110,19084,110,13343,0,0,0,0,0,50,161,50,109,50,305,110,15751,20,28,110,3587,40,205,70,324
"1995",37769,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1996",37770,"Total",700,37966,950,38263,790,29196,70,60,196,0,0,70,129,70,103,80,275,670,21629,170,225,890,5253,110,287,800,2325
"1997",37770,"$1 under $25,000",240,5462,420,5534,320,4043,0,30,116,0,0,0,0,0,0,0,0,160,843,0,0,380,993,40,34,360,842
"1998",37770,"$25,000 under $50,000",210,8728,250,8773,220,7318,50,0,0,0,0,0,0,0,0,0,0,230,3929,70,58,240,1140,40,54,220,748
"1999",37770,"$50,000 under $75,000",120,8255,130,8280,120,6761,0,30,80,0,0,40,58,40,51,50,132,130,5067,50,84,130,894,0,0,110,328
"2000",37770,"$75,000 under $100,000",70,7279,90,7434,80,5177,20,0,0,0,0,30,71,30,52,30,143,90,5108,50,83,80,892,30,199,70,258
"2001",37770,"$100,000 under $200,000",60,8242,60,8242,50,5897,0,0,0,0,0,0,0,0,0,0,0,60,6682,0,0,60,1334,0,0,40,149
"2002",37770,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2003",37771,"Total",5030,314235,7040,317951,5910,236625,110,230,760,60,284,890,2010,940,1504,1060,3862,5130,191796,1260,1446,6790,42999,1050,3425,5800,15109
"2004",37771,"$1 under $25,000",1700,39096,3030,39687,2430,30557,0,80,281,0,0,80,80,70,105,90,189,1230,7188,110,39,2830,6679,220,164,2690,5630
"2005",37771,"$25,000 under $50,000",1590,64824,1820,65383,1560,51821,60,70,233,0,0,180,248,180,210,220,487,1720,29648,510,422,1790,7690,230,365,1580,4600
"2006",37771,"$50,000 under $75,000",750,56309,920,56692,800,44371,0,50,158,30,77,150,256,170,190,190,500,920,35644,310,487,910,6080,200,397,710,1905
"2007",37771,"$75,000 under $100,000",450,49919,580,50291,510,38014,20,0,0,0,0,160,418,180,272,190,733,580,35700,190,314,580,5966,130,404,440,1349
"2008",37771,"$100,000 under $200,000",480,76582,590,77538,530,56178,30,30,88,30,207,250,753,270,512,290,1382,580,59815,140,184,580,10915,220,1142,350,1328
"2009",37771,"$200,000 or more",60,27505,100,28360,80,15684,0,0,0,0,0,70,255,70,215,80,571,100,23801,0,0,100,5669,50,953,30,297
"2010",37772,"Total",2810,397387,5530,403436,4410,267808,70,180,574,120,906,1260,3490,1370,2974,1510,7503,4510,288469,770,989,5250,64357,1260,6054,4010,10354
"2011",37772,"$1 under $25,000",540,21656,1780,22208,1340,15493,0,50,148,0,0,90,106,80,135,100,249,800,4519,40,10,1600,3017,170,160,1480,2375
"2012",37772,"$25,000 under $50,000",630,42033,1150,42715,910,29909,40,50,147,0,0,170,264,170,215,210,540,1110,21107,220,203,1110,4626,210,353,920,2275
"2013",37772,"$50,000 under $75,000",520,50477,820,51082,660,36468,0,30,91,40,95,190,353,200,272,230,659,820,32864,220,328,790,5400,220,525,580,1441
"2014",37772,"$75,000 under $100,000",420,53314,610,53859,510,36548,30,20,75,0,0,220,519,240,407,260,992,610,37711,170,286,600,6101,170,509,430,1259
"2015",37772,"$100,000 under $200,000",520,118396,880,119793,730,78692,0,30,113,40,204,420,1382,470,1046,490,2661,880,92782,120,162,870,17318,340,1413,490,1999
"2016",37772,"$200,000 or more",180,111511,290,113779,260,70698,0,0,0,40,607,170,866,210,899,220,2402,290,99486,0,0,280,27895,150,3094,110,1005
"2017",37774,"Total",4140,611440,8820,617831,6040,282846,220,250,902,300,2753,1980,5357,2260,6202,2430,14550,7020,432155,1050,1214,8410,87341,2040,10124,6250,17361
"2018",37774,"$1 under $25,000",1290,36057,2800,36732,2040,25695,50,80,303,0,0,150,167,140,238,170,433,1100,6437,100,34,2510,6087,220,165,2370,5078
"2019",37774,"$25,000 under $50,000",1250,68811,1890,69466,1460,48331,30,60,195,40,114,260,424,270,444,310,933,1800,32277,410,364,1830,7798,250,307,1590,4294
"2020",37774,"$50,000 under $75,000",670,78230,1270,79052,850,43174,30,50,178,0,0,340,722,360,693,390,1530,1260,49379,280,411,1240,8087,350,631,870,2344
"2021",37774,"$75,000 under $100,000",390,90611,1040,91292,620,36870,30,20,92,40,118,360,860,400,872,430,1878,1040,64537,160,261,1030,9936,370,865,610,1732
"2022",37774,"$100,000 under $200,000",430,191050,1430,192915,810,69472,80,40,134,110,501,670,2146,780,2335,810,5064,1430,149638,100,144,1410,25822,630,2672,700,2660
"2023",37774,"$200,000 or more",110,146681,390,148374,260,59304,0,0,0,110,2020,200,1038,310,1620,320,4712,390,129887,0,0,390,29611,220,5484,110,1253
"2024",37777,"Total",2800,358529,5680,364537,4750,239507,60,160,567,80,859,990,2633,1040,2749,1160,6395,4440,256285,670,777,5480,63803,1030,4848,4440,11332
"2025",37777,"$1 under $25,000",930,30935,2320,31454,1870,24680,20,80,238,0,0,70,67,70,94,90,168,1130,7416,60,23,2160,4700,220,173,1990,3754
"2026",37777,"$25,000 under $50,000",770,50497,1420,51027,1230,40580,0,30,87,30,65,150,211,140,242,180,475,1370,25831,260,234,1400,5866,170,231,1230,2962
"2027",37777,"$50,000 under $75,000",350,43572,710,44065,610,32287,20,30,139,0,0,190,354,190,280,210,670,710,28612,150,214,700,4926,180,432,510,1262
"2028",37777,"$75,000 under $100,000",270,41070,470,41532,390,28801,0,20,103,0,0,160,417,170,333,190,804,470,29385,120,194,470,4992,130,392,330,1100
"2029",37777,"$100,000 under $200,000",310,71836,530,72735,450,47624,20,0,0,20,97,270,788,290,725,310,1690,530,56477,80,112,520,10321,220,1068,290,1189
"2030",37777,"$200,000 or more",170,120619,230,123724,200,65535,0,0,0,30,697,150,796,180,1075,180,2588,230,108564,0,0,230,32998,110,2552,90,1065
"2031",37779,"Total",1120,49438,1360,49850,1150,38233,80,70,194,0,0,90,174,100,100,110,310,910,26370,240,279,1330,6928,160,347,1180,3488
"2032",37779,"$1 under $25,000",480,7898,640,8038,500,5833,30,30,78,0,0,0,0,0,0,0,0,210,1063,20,8,610,1741,40,45,580,1489
"2033",37779,"$25,000 under $50,000",350,14383,400,14509,360,12253,20,40,116,0,0,40,49,30,24,40,83,380,6367,100,94,400,1841,50,62,350,1172
"2034",37779,"$50,000 under $75,000",170,10963,180,11044,160,9058,30,0,0,0,0,30,58,40,38,40,102,180,6658,70,108,180,1213,40,70,150,470
"2035",37779,"$75,000 under $100,000",70,6001,70,6066,70,5286,0,0,0,0,0,0,0,0,0,0,0,70,4260,50,69,70,732,0,0,60,201
"2036",37779,"$100,000 under $200,000",50,10193,70,10193,60,5803,0,0,0,0,0,20,67,30,38,30,125,70,8022,0,0,70,1401,30,170,40,156
"2037",37779,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2038",37801,"Total",7020,521810,11240,527958,9290,390773,180,350,1055,100,472,1650,3741,1770,3267,1950,7640,8340,327497,1910,2314,10780,70859,1790,5054,9070,23142
"2039",37801,"$1 under $25,000",2190,57572,4650,58643,3600,42832,30,140,397,0,0,140,150,130,208,170,377,1890,10508,150,45,4300,9892,340,276,4060,8209
"2040",37801,"$25,000 under $50,000",1910,101415,2820,102421,2420,81247,40,100,293,20,43,290,405,310,406,350,847,2690,50131,660,605,2760,12134,370,522,2420,6777
"2041",37801,"$50,000 under $75,000",1120,98964,1610,99988,1390,75817,40,50,162,0,0,370,695,380,575,420,1340,1600,63511,510,756,1580,10861,340,775,1230,3283
"2042",37801,"$75,000 under $100,000",800,85338,990,86113,860,63412,30,30,91,30,91,290,665,320,568,350,1343,990,60102,340,561,980,9934,250,645,730,2332
"2043",37801,"$100,000 under $200,000",860,129200,1000,130561,870,92051,40,30,112,50,338,460,1430,520,1097,540,2770,1000,100642,250,347,990,17769,400,1666,570,2087
"2044",37801,"$200,000 or more",140,49321,170,50232,150,35414,0,0,0,0,0,100,396,110,413,120,963,170,42603,0,0,170,10269,90,1170,60,454
"2045",37803,"Total",8360,875487,14180,887820,11300,606445,190,390,1234,200,1009,3100,7560,3300,8168,3580,16999,11210,606650,2370,3132,13520,131113,2770,11129,10760,27182
"2046",37803,"$1 under $25,000",1580,60341,4980,61449,3690,41786,40,140,397,0,0,230,262,200,327,260,598,2170,12737,120,38,4460,8656,430,332,4180,6894
"2047",37803,"$25,000 under $50,000",1820,116469,3190,117917,2530,84425,30,100,338,0,0,480,665,490,808,560,1556,3050,57764,690,654,3100,13201,460,646,2670,6977
"2048",37803,"$50,000 under $75,000",1540,134518,2180,135825,1780,95531,30,70,198,50,107,570,1027,600,1054,660,2188,2170,85613,660,1036,2160,14447,500,890,1630,4320
"2049",37803,"$75,000 under $100,000",1200,130238,1510,131420,1280,95489,30,30,143,40,96,500,1137,550,1124,580,2437,1500,91871,480,832,1490,14921,410,995,1060,3374
"2050",37803,"$100,000 under $200,000",1680,242646,1820,245916,1570,170721,60,50,158,60,287,980,2848,1070,2951,1110,6147,1820,187631,420,572,1810,33751,710,3499,1040,3949
"2051",37803,"$200,000 or more",540,191275,500,195293,450,118493,0,0,0,50,519,340,1621,390,1904,410,4073,500,171034,0,0,500,46137,260,4767,180,1668
"2052",37804,"Total",7000,522548,10870,528183,9010,377464,110,330,1043,90,473,1760,3798,1880,3449,2050,7851,8220,329164,1960,2463,10430,71119,1690,5189,8800,22001
"2053",37804,"$1 under $25,000",2010,55923,4400,56625,3460,41973,20,140,419,0,0,160,174,160,231,190,425,1880,10984,160,49,4050,8956,350,240,3800,7408
"2054",37804,"$25,000 under $50,000",1830,96791,2700,97784,2300,77069,20,100,310,0,0,360,499,370,519,420,1064,2580,47895,640,598,2650,11430,310,460,2350,6204
"2055",37804,"$50,000 under $75,000",1270,101629,1650,102571,1410,77585,40,50,195,40,114,380,697,410,648,450,1429,1640,64925,540,856,1620,11040,350,638,1270,3420
"2056",37804,"$75,000 under $100,000",930,90045,1040,90769,910,68484,0,20,48,0,0,320,714,350,632,370,1412,1040,63601,390,638,1040,10589,250,542,780,2507
"2057",37804,"$100,000 under $200,000",850,121545,940,122665,820,87304,30,20,71,50,359,450,1315,490,1045,510,2507,940,94273,230,322,940,16646,360,1750,550,2100
"2058",37804,"$200,000 or more",110,56615,140,57769,110,25049,0,0,0,0,0,90,399,100,374,110,1014,140,47486,0,0,130,12458,70,1559,50,362
"2059",37806,"Total",810,49743,1220,50170,1030,39273,40,50,136,0,0,110,242,140,161,140,449,860,29655,190,221,1190,6869,150,323,1050,2816
"2060",37806,"$1 under $25,000",310,7050,550,7164,420,5140,0,30,67,0,0,0,0,0,0,0,0,210,1217,0,0,520,1315,40,30,490,1102
"2061",37806,"$25,000 under $50,000",230,12318,340,12453,300,10134,40,20,69,0,0,30,40,40,35,40,79,320,6097,90,78,340,1532,40,64,300,884
"2062",37806,"$50,000 under $75,000",110,9513,160,9598,150,7924,0,0,0,0,0,20,37,30,25,30,63,160,6078,50,66,160,1130,40,71,130,396
"2063",37806,"$75,000 under $100,000",80,7607,90,7607,80,6218,0,0,0,0,0,30,53,30,34,30,100,90,5417,30,49,90,931,0,0,80,241
"2064",37806,"$100,000 under $200,000",80,13255,80,13348,80,9857,0,0,0,0,0,30,112,40,67,40,207,80,10846,20,28,80,1961,30,158,50,193
"2065",37806,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2066",37807,"Total",2670,143747,3620,145273,3060,110014,160,160,469,0,0,290,650,300,397,330,1172,2500,82959,690,810,3460,20558,460,1627,3040,8638
"2067",37807,"$1 under $25,000",1020,21275,1680,21636,1300,16094,40,70,214,0,0,30,25,20,22,30,49,620,3536,60,18,1550,4130,140,93,1460,3462
"2068",37807,"$25,000 under $50,000",820,35991,1010,36317,900,29816,50,50,116,0,0,60,103,60,58,70,170,950,16343,300,274,980,4492,110,199,890,2795
"2069",37807,"$50,000 under $75,000",440,29559,480,29776,450,24878,30,40,139,0,0,70,118,80,67,80,204,480,18432,190,293,480,3369,80,148,390,1256
"2070",37807,"$75,000 under $100,000",210,21825,250,21928,230,17284,40,0,0,0,0,50,129,60,67,60,209,250,15535,90,158,250,2507,50,198,190,650
"2071",37807,"$100,000 under $200,000",180,23554,180,24073,180,21942,0,0,0,0,0,80,275,80,183,90,540,180,18683,50,67,180,3370,80,989,110,475
"2072",37807,"$200,000 or more",0,11543,20,11543,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10430,0,0,20,2690,0,0,0,0
"2073",37809,"Total",580,30850,860,30995,750,25219,100,50,119,0,0,50,86,50,53,50,150,610,17046,130,134,820,4309,80,171,740,2099
"2074",37809,"$1 under $25,000",230,5456,410,5532,330,4318,30,0,0,0,0,20,21,0,0,20,45,170,943,20,7,380,1021,30,14,360,883
"2075",37809,"$25,000 under $50,000",220,9055,250,9093,240,7981,30,50,119,0,0,0,0,0,0,0,0,240,4230,70,55,250,1216,30,61,230,765
"2076",37809,"$50,000 under $75,000",60,6246,110,6277,100,5265,20,0,0,0,0,30,65,50,53,30,105,110,3973,20,35,100,716,0,0,90,260
"2077",37809,"$75,000 under $100,000",30,3302,40,3302,40,2726,20,0,0,0,0,0,0,0,0,0,0,40,2335,20,37,40,397,20,96,30,107
"2078",37809,"$100,000 under $200,000",40,6791,50,6791,40,4929,0,0,0,0,0,0,0,0,0,0,0,50,5565,0,0,50,959,0,0,30,84
"2079",37809,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2080",37810,"Total",520,29527,700,29742,600,22298,60,40,133,0,0,80,163,60,56,90,237,490,17277,130,164,670,4056,80,99,610,1804
"2081",37810,"$1 under $25,000",170,3768,310,3802,240,2799,0,0,0,0,0,0,0,0,0,0,0,110,586,0,0,280,727,0,0,270,632
"2082",37810,"$25,000 under $50,000",180,7350,200,7414,180,6214,40,40,133,0,0,40,64,30,23,50,102,190,3308,70,66,200,947,50,45,190,631
"2083",37810,"$50,000 under $75,000",80,5761,90,5823,80,4883,0,0,0,0,0,0,0,0,0,0,0,90,3480,30,53,90,694,0,0,80,272
"2084",37810,"$75,000 under $100,000",50,4599,50,4654,50,3992,20,0,0,0,0,40,99,30,33,40,135,50,3154,30,45,50,553,30,54,40,169
"2085",37810,"$100,000 under $200,000",40,8049,50,8049,50,4410,0,0,0,0,0,0,0,0,0,0,0,50,6749,0,0,50,1135,0,0,30,100
"2086",37810,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2087",37811,"Total",780,54077,1320,54499,1070,38477,40,90,235,0,0,130,325,130,274,150,688,920,30240,200,220,1260,7310,170,470,1100,3147
"2088",37811,"$1 under $25,000",320,8184,610,8316,470,5955,20,50,117,0,0,0,0,0,0,0,0,230,1327,0,0,570,1521,50,35,530,1273
"2089",37811,"$25,000 under $50,000",250,12736,350,12805,300,10071,0,40,118,0,0,40,61,30,49,50,127,330,5971,110,95,340,1521,40,49,300,901
"2090",37811,"$50,000 under $75,000",100,10419,170,10528,150,8212,20,0,0,0,0,30,77,30,44,30,124,170,6744,50,69,170,1227,50,139,140,446
"2091",37811,"$75,000 under $100,000",60,8265,100,8326,80,6004,0,0,0,0,0,20,70,30,59,30,165,100,5838,40,56,100,1014,0,0,80,289
