"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","agi_salaries_wages_returns","agi_salaries_wages_amount","farm_returns","unemployment_compensation_returns","unemployment_compensation_amount","state_local_income_tax_returns","state_local_income_tax_amount","state_local_general_sales_returns","state_local_general_sales_amount","real_estate_returns","real_estate_amount","taxes_paid_returns","taxes_paid_amount","taxable_income_returns","taxable_income_amount","child_tax_credit_returns","child_tax_credit_amount","total_tax_payments_returns","total_tax_payments_amount","tax_due_at_filing_returns","tax_due_at_filing_amount","overpayments_refunded_returns","overpayments_refunded_amount"
"542",37138,"$25,000 under $50,000",1530,101814,2790,103148,2430,82640,30,90,278,0,0,410,522,480,716,530,1336,2710,55424,580,554,2740,11823,420,632,2350,5576
"543",37138,"$50,000 under $75,000",1180,111087,1800,112579,1580,86258,0,60,178,30,76,500,860,560,960,610,1932,1800,73446,530,793,1770,12519,460,1131,1320,3415
"544",37138,"$75,000 under $100,000",770,92448,1060,93561,930,70689,0,40,136,20,76,380,814,420,823,450,1814,1050,65980,340,546,1040,11181,290,872,740,2358
"545",37138,"$100,000 under $200,000",1030,176384,1330,179003,1190,131616,30,30,141,40,207,650,1846,720,1841,750,3949,1320,138671,260,298,1310,24830,570,3050,710,2730
"546",37138,"$200,000 or more",310,154708,390,158854,320,87216,0,0,0,40,779,270,1185,300,1378,320,3346,390,139225,0,0,380,36148,200,5411,130,1293
"547",37141,"Total",420,25839,560,26258,480,19864,50,0,0,0,0,90,165,80,126,100,325,440,15932,140,178,530,3146,80,316,450,1214
"548",37141,"$1 under $25,000",100,2616,200,2642,170,2114,0,0,0,0,0,0,0,0,0,0,0,90,530,0,0,190,425,0,0,180,360
"549",37141,"$25,000 under $50,000",120,5221,150,5367,130,4035,30,0,0,0,0,50,60,40,46,30,62,140,2508,60,48,140,601,50,128,120,354
"550",37141,"$50,000 under $75,000",80,5446,90,5446,80,4673,0,0,0,0,0,0,0,0,0,20,56,90,3530,40,61,90,604,0,0,70,202
"551",37141,"$75,000 under $100,000",70,5876,70,6123,60,4752,20,0,0,0,0,20,50,20,41,20,95,70,4076,40,69,70,665,30,188,50,179
"552",37141,"$100,000 under $200,000",50,6680,50,6680,40,4290,0,0,0,0,0,20,55,20,39,30,112,50,5288,0,0,40,851,0,0,30,119
"553",37141,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554",37142,"Total",520,33612,730,34044,590,24065,40,40,127,0,0,110,218,100,168,110,421,550,20809,130,178,700,4463,110,457,600,1596
"555",37142,"$1 under $25,000",150,3578,290,3632,210,2568,0,0,0,0,0,0,0,20,32,0,0,120,704,0,0,270,630,40,62,250,516
"556",37142,"$25,000 under $50,000",130,6084,170,6161,140,4663,0,40,127,0,0,30,36,0,0,30,77,160,2781,50,37,160,762,0,0,150,447
"557",37142,"$50,000 under $75,000",110,8254,130,8355,120,6166,40,0,0,0,0,50,89,50,69,30,93,130,5276,40,74,130,896,40,153,110,303
"558",37142,"$75,000 under $100,000",50,5601,70,5661,60,3887,0,0,0,0,0,0,0,0,0,20,73,70,3998,20,33,70,650,0,0,50,145
"559",37142,"$100,000 under $200,000",80,10095,70,10235,60,6781,0,0,0,0,0,30,93,30,67,30,178,70,8050,20,34,70,1525,30,242,40,185
"560",37142,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"561",37143,"Total",1120,101452,1880,103326,1580,77114,0,40,174,0,0,350,711,370,702,390,1513,1490,68469,330,445,1790,13514,400,1575,1420,3312
"562",37143,"$1 under $25,000",220,7778,670,8016,490,5065,0,20,89,0,0,30,23,30,37,30,60,290,1650,0,0,590,1119,80,101,530,795
"563",37143,"$25,000 under $50,000",260,15890,430,16182,370,12398,0,0,0,0,0,60,74,70,101,70,181,420,8349,100,91,430,1873,80,121,350,898
"564",37143,"$50,000 under $75,000",200,19081,310,19338,280,15222,0,20,85,0,0,70,125,80,122,90,251,310,12582,90,142,300,2235,80,188,230,661
"565",37143,"$75,000 under $100,000",180,16838,190,17135,180,13909,0,0,0,0,0,60,128,60,106,60,249,190,11997,70,131,190,1949,50,154,140,413
"566",37143,"$100,000 under $200,000",220,30741,240,31531,230,25710,0,0,0,0,0,130,361,110,250,120,586,240,24005,70,81,240,4264,90,337,170,545
"567",37143,"$200,000 or more",40,11124,40,11124,30,4810,0,0,0,0,0,0,0,20,86,20,186,40,9886,0,0,40,2074,20,674,0,0
"568",37144,"Total",830,60499,1320,61133,1100,46996,260,40,120,0,0,100,203,110,160,120,479,1000,37510,260,313,1260,8141,220,883,1070,2936
"569",37144,"$1 under $25,000",220,6324,500,6451,370,4588,60,0,0,0,0,0,0,0,0,0,0,190,1160,0,0,450,1112,50,50,420,909
"570",37144,"$25,000 under $50,000",280,14694,400,14840,350,12121,60,40,120,0,0,30,35,30,29,40,67,390,7434,130,109,400,1794,50,93,350,982
"571",37144,"$50,000 under $75,000",170,13086,210,13224,190,10586,60,0,0,0,0,40,76,40,51,40,135,210,8259,80,124,210,1413,50,139,160,508
"572",37144,"$75,000 under $100,000",80,10255,120,10318,110,8414,40,0,0,0,0,0,0,0,0,0,0,120,7475,50,80,110,1236,30,117,90,279
"573",37144,"$100,000 under $200,000",80,16140,90,16300,80,11287,40,0,0,0,0,30,92,40,80,40,277,90,13182,0,0,90,2586,40,484,50,258
"574",37144,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575",37145,"Total",600,39354,900,39855,770,32381,160,30,59,0,0,70,137,60,75,80,220,680,23828,170,219,850,4986,140,411,710,1992
"576",37145,"$1 under $25,000",150,4293,350,4428,250,3002,40,30,59,0,0,0,0,0,0,0,0,140,809,0,0,300,698,40,42,270,573
"577",37145,"$25,000 under $50,000",200,9454,260,9576,240,8130,40,0,0,0,0,0,0,0,0,0,0,250,4507,80,66,260,1220,30,45,230,740
"578",37145,"$50,000 under $75,000",120,8823,140,8915,140,7743,50,0,0,0,0,50,82,40,40,60,128,140,5442,50,78,140,922,40,131,110,338
"579",37145,"$75,000 under $100,000",70,6245,70,6284,70,4921,0,0,0,0,0,0,0,0,0,0,0,70,4409,40,75,70,718,0,0,60,188
"580",37145,"$100,000 under $200,000",60,10539,80,10652,70,8585,30,0,0,0,0,20,55,20,35,20,92,80,8661,0,0,80,1428,30,193,40,153
"581",37145,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582",37146,"Total",2330,198777,3340,201834,2910,159401,100,100,297,40,157,700,1715,790,1482,870,3475,2730,135941,730,986,3180,27202,660,2534,2600,6571
"583",37146,"$1 under $25,000",350,12113,1060,12349,840,9191,30,20,63,0,0,40,43,40,61,50,108,480,2690,20,7,950,1809,110,62,890,1427
"584",37146,"$25,000 under $50,000",440,26272,720,26660,620,21173,0,50,146,0,0,100,134,110,155,130,318,700,13675,160,149,690,3123,100,222,610,1541
"585",37146,"$50,000 under $75,000",440,33795,550,34236,490,27541,40,0,0,0,0,140,266,160,256,180,567,540,21575,200,304,540,3749,130,301,420,1248
"586",37146,"$75,000 under $100,000",420,36985,420,37314,410,32116,0,30,88,0,0,130,302,160,266,160,586,420,26137,190,305,420,4439,90,247,340,1121
"587",37146,"$100,000 under $200,000",590,67522,520,68300,490,55775,30,0,0,40,157,240,736,270,569,290,1446,520,52468,160,221,510,9421,190,873,320,1127
"588",37146,"$200,000 or more",90,22090,70,22975,60,13605,0,0,0,0,0,50,234,50,175,60,450,70,19396,0,0,70,4661,40,829,20,107
"589",37148,"Total",7240,465330,10230,470887,9030,375776,400,300,1038,180,1026,1180,2393,1380,2046,1550,5620,7800,290252,2170,2736,9840,63469,1440,5769,8520,23007
"590",37148,"$1 under $25,000",2090,50697,4030,51470,3320,40476,80,110,404,0,0,110,111,110,139,140,265,1710,9861,160,54,3750,9130,290,245,3550,7717
"591",37148,"$25,000 under $50,000",2090,102035,2820,103071,2560,87650,80,80,242,40,88,270,356,310,376,360,851,2710,51209,790,737,2750,12373,340,662,2460,6996
"592",37148,"$50,000 under $75,000",1480,102414,1670,103413,1580,88788,80,70,211,40,98,280,509,330,430,370,1072,1670,64994,630,1011,1650,11569,300,708,1360,3977
"593",37148,"$75,000 under $100,000",860,76617,900,77175,840,63995,60,40,181,30,123,210,497,250,367,270,1018,900,53886,370,633,890,9053,190,556,700,2493
"594",37148,"$100,000 under $200,000",660,89424,710,90592,650,70987,100,0,0,50,262,270,754,320,558,340,1615,710,69860,220,301,700,12223,260,1430,420,1537
"595",37148,"$200,000 or more",60,44143,100,45166,80,23880,0,0,0,20,455,40,166,60,176,70,799,100,40442,0,0,100,9121,60,2168,30,287
"596",37149,"Total",650,51895,1060,52631,870,37378,140,30,98,0,0,150,328,150,237,170,647,820,33439,190,233,990,6470,220,769,800,1993
"597",37149,"$1 under $25,000",180,5070,400,5182,300,3550,30,0,0,0,0,0,0,0,0,0,0,170,961,0,0,360,815,40,35,330,634
"598",37149,"$25,000 under $50,000",160,10534,290,10622,240,8215,30,30,98,0,0,40,66,40,54,50,128,280,5576,70,56,270,1199,50,90,230,569
"599",37149,"$50,000 under $75,000",110,9773,160,9945,130,6757,50,0,0,0,0,30,47,30,38,30,86,160,6327,50,76,150,1011,60,199,100,294
"600",37149,"$75,000 under $100,000",100,9009,100,9109,100,7097,0,0,0,0,0,30,70,30,44,30,122,100,6298,40,62,100,1047,20,90,80,252
"601",37149,"$100,000 under $200,000",100,17509,110,17773,100,11759,30,0,0,0,0,50,145,50,101,60,311,110,14277,30,39,110,2398,50,355,60,244
"602",37149,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603",37150,"Total",1540,61276,1820,62335,1510,46428,270,80,201,0,0,100,188,80,100,120,348,1150,32149,290,345,1720,8991,240,626,1530,4508
"604",37150,"$1 under $25,000",780,12678,980,12947,740,9873,90,40,57,0,0,0,0,20,22,0,0,330,1702,30,8,880,2532,90,87,840,2168
"605",37150,"$25,000 under $50,000",410,16693,470,16886,430,14349,70,20,58,0,0,30,36,0,0,40,64,450,7530,130,116,470,2133,50,86,420,1335
"606",37150,"$50,000 under $75,000",200,12371,200,12517,190,10022,50,20,86,0,0,30,53,20,22,30,78,200,7622,80,130,200,1358,50,113,160,525
"607",37150,"$75,000 under $100,000",100,9225,110,9415,90,6667,40,0,0,0,0,40,99,40,56,30,85,110,6567,50,91,110,1163,30,96,80,303
"608",37150,"$100,000 under $200,000",50,10309,60,10570,60,5517,20,0,0,0,0,0,0,0,0,20,121,60,8728,0,0,60,1805,20,244,30,177
"609",37150,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610",37151,"Total",140,11272,250,11357,200,7594,30,0,0,0,0,0,0,20,24,30,81,180,7237,40,51,220,1263,50,222,170,425
"611",37151,"$1 under $25,000",40,1132,100,1152,80,954,0,0,0,0,0,0,0,0,0,0,0,40,195,0,0,90,155,0,0,80,130
"612",37151,"$25,000 under $50,000",30,2181,60,2181,50,1849,30,0,0,0,0,0,0,20,24,30,81,60,1130,0,0,60,269,0,0,50,148
"613",37151,"$50,000 under $75,000",50,2275,40,2275,30,1753,0,0,0,0,0,0,0,0,0,0,0,40,1490,40,51,50,433,50,222,20,65
"614",37151,"$75,000 under $100,000",0,1892,20,1957,40,3038,0,0,0,0,0,0,0,0,0,0,0,20,1362,0,0,0,0,0,0,20,82
"615",37151,"$100,000 under $200,000",20,3792,30,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3060,0,0,20,406,0,0,0,0
"616",37151,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617",37153,"Total",1770,144391,2520,146350,2180,117684,130,60,184,0,0,540,1273,580,874,610,2290,2070,97058,590,841,2420,18948,500,1984,1950,5102
"618",37153,"$1 under $25,000",240,9483,820,9665,630,7265,20,0,0,0,0,30,33,20,30,30,90,380,2139,20,8,740,1403,90,67,680,1081
"619",37153,"$25,000 under $50,000",350,20022,540,20265,480,16807,20,40,121,0,0,80,101,90,105,100,221,530,10303,150,150,530,2326,70,138,470,1227
"620",37153,"$50,000 under $75,000",410,27657,440,28157,390,21552,30,0,0,0,0,120,248,140,175,140,442,440,17308,170,267,430,3030,110,349,320,971
"621",37153,"$75,000 under $100,000",310,26543,310,26838,300,23608,20,20,63,0,0,100,231,110,150,110,408,310,18747,130,236,310,3113,70,129,240,780
"622",37153,"$100,000 under $200,000",420,46848,360,47315,340,39786,40,0,0,0,0,180,539,190,346,200,927,360,36275,120,180,360,6497,130,640,240,1043
"623",37153,"$200,000 or more",40,13838,50,14110,40,8666,0,0,0,0,0,30,121,30,68,30,202,50,12286,0,0,50,2579,30,661,0,0
"624",37160,"Total",12610,611419,14450,618992,12570,450128,580,470,1294,100,725,1350,2627,1270,2196,1610,6369,10160,368721,2930,3112,13850,84048,1950,9019,12050,34051
"625",37160,"$1 under $25,000",4780,83800,6520,84868,5360,68652,130,210,553,0,0,180,166,140,187,210,407,2500,13438,330,109,6070,16062,440,398,5790,14084
"626",37160,"$25,000 under $50,000",4890,154775,4390,155838,4070,135365,130,140,363,0,0,350,408,260,345,400,879,4130,70891,1490,1282,4330,19544,470,650,3880,12244
"627",37160,"$50,000 under $75,000",1470,104704,1720,105774,1550,84748,110,70,201,40,97,270,494,280,404,330,1002,1710,66744,600,940,1680,11492,370,993,1320,3736
"628",37160,"$75,000 under $100,000",710,76442,890,77264,800,60437,80,30,91,0,0,200,408,200,319,240,788,890,54769,300,502,870,8804,250,824,620,1956
"629",37160,"$100,000 under $200,000",650,98588,770,100238,680,70881,100,20,86,40,189,270,811,290,561,320,1617,770,77568,210,279,750,13921,320,1814,410,1593
"630",37160,"$200,000 or more",110,93110,160,95010,110,30045,30,0,0,20,439,80,340,100,380,110,1676,160,85311,0,0,150,14225,100,4340,30,438
"631",37166,"Total",4450,218717,5460,222154,4640,159603,370,190,562,20,154,450,1066,430,635,510,1884,3720,127740,990,1079,5200,29911,750,2946,4550,12652
"632",37166,"$1 under $25,000",1950,34209,2600,34686,2100,27245,110,80,252,0,0,60,49,50,47,70,102,930,5217,120,37,2410,6296,200,151,2290,5437
"633",37166,"$25,000 under $50,000",1320,54149,1520,54598,1370,45396,70,70,167,20,154,90,138,90,68,110,233,1450,25509,440,376,1480,6746,180,250,1320,4047
"634",37166,"$50,000 under $75,000",590,40581,660,41081,580,31723,80,40,143,0,0,90,214,80,89,90,317,660,25604,240,384,640,4379,140,338,510,1496
"635",37166,"$75,000 under $100,000",290,28864,330,29149,300,21957,50,0,0,0,0,70,193,70,76,80,282,330,20614,120,195,330,3412,80,255,250,853
"636",37166,"$100,000 under $200,000",250,37238,290,38167,250,23955,60,0,0,0,0,110,352,110,205,120,608,290,29281,70,87,290,5163,120,868,180,819
"637",37166,"$200,000 or more",50,23676,60,24473,40,9327,0,0,0,0,0,30,120,30,150,40,342,60,21515,0,0,50,3915,30,1084,0,0
"638",37167,"Total",18630,1334816,25660,1349176,22840,1059021,130,750,2300,200,1191,4030,8811,4460,7530,4920,18070,20490,888538,5550,6659,24790,186897,4190,14556,20960,55403
"639",37167,"$1 under $25,000",4450,113391,8930,115325,7350,91469,0,250,779,0,0,290,300,280,383,360,736,4040,24054,390,129,8250,19173,820,658,7780,15956
"640",37167,"$25,000 under $50,000",6140,272688,7520,275508,6900,240296,40,230,639,30,44,820,1153,880,1151,1040,2525,7250,140989,2200,1992,7420,33568,880,1490,6600,18704
"641",37167,"$50,000 under $75,000",3140,246302,4000,248575,3690,208821,30,120,378,50,123,910,1631,1050,1541,1150,3389,3990,161687,1380,2140,3960,28338,780,1720,3200,8892
"642",37167,"$75,000 under $100,000",2140,203990,2370,205865,2230,173595,20,70,224,20,65,710,1597,810,1324,850,3058,2370,145422,920,1520,2350,24067,560,1572,1780,5441
"643",37167,"$100,000 under $200,000",2440,325459,2520,328907,2390,273733,40,80,280,70,336,1120,3293,1240,2549,1310,6313,2520,254655,660,878,2500,46126,970,4017,1490,5471
"644",37167,"$200,000 or more",320,172986,320,174996,280,71107,0,0,0,30,623,180,837,200,582,210,2049,320,161731,0,0,310,35625,180,5099,110,939
"645",37171,"Total",280,17443,420,17646,330,12901,40,30,66,0,0,40,71,40,66,50,168,310,10272,80,99,380,2151,80,191,330,889
"646",37171,"$1 under $25,000",70,2224,180,2294,110,1249,0,30,66,0,0,0,0,0,0,0,0,70,392,0,0,150,321,30,30,140,246
"647",37171,"$25,000 under $50,000",100,4092,110,4141,100,3544,40,0,0,0,0,0,0,0,0,30,55,110,1880,30,30,110,503,30,34,100,311
"648",37171,"$50,000 under $75,000",50,3787,60,3787,60,2942,0,0,0,0,0,0,0,0,0,0,0,60,2442,50,69,60,429,0,0,50,166
"649",37171,"$75,000 under $100,000",30,2987,40,3071,30,2000,0,0,0,0,0,40,71,40,66,20,113,40,2104,0,0,30,315,20,127,20,75
"650",37171,"$100,000 under $200,000",30,4353,30,4353,30,3166,0,0,0,0,0,0,0,0,0,0,0,30,3454,0,0,30,583,0,0,20,91
"651",37171,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652",37172,"Total",12310,639789,14070,648198,12290,494783,470,450,1418,150,602,1910,4157,2050,4030,2300,8988,10510,393538,2960,3356,13470,89554,2110,9618,11540,32524
"653",37172,"$1 under $25,000",3790,72426,5570,73604,4570,58135,80,180,557,0,0,180,190,170,277,220,488,2270,13307,310,102,5110,12459,450,380,4840,10591
"654",37172,"$25,000 under $50,000",4970,152286,4290,153464,3940,132945,90,120,331,30,38,380,501,420,620,490,1190,4040,71670,1400,1249,4220,19294,440,726,3820,12155
"655",37172,"$50,000 under $75,000",1680,116776,1900,117962,1710,93756,80,70,236,30,51,400,735,430,765,480,1586,1890,74431,630,1043,1870,13118,410,955,1460,4396
"656",37172,"$75,000 under $100,000",930,93516,1090,94623,990,74640,70,40,144,30,117,360,789,390,701,420,1643,1090,65497,400,654,1070,10648,280,946,790,2498
"657",37172,"$100,000 under $200,000",780,131226,1020,133421,920,100007,110,40,150,60,396,470,1358,510,1218,550,2842,1020,102452,220,308,1010,18638,410,2239,570,2421
"658",37172,"$200,000 or more",160,73559,200,75124,160,35300,40,0,0,0,0,120,584,130,449,140,1239,200,66181,0,0,190,15397,120,4372,60,463
"659",37174,"Total",12570,999312,15010,1013823,13320,823264,130,430,1541,370,1577,4000,9383,4680,8898,5000,20575,12730,687774,4140,6158,14480,134760,3260,13165,11360,31362
"660",37174,"$1 under $25,000",1180,45823,3950,46979,3140,35412,0,80,293,30,42,220,203,210,325,260,575,1820,10800,110,41,3580,6505,420,347,3300,5011
"661",37174,"$25,000 under $50,000",2210,116254,3120,118397,2730,92035,40,100,346,0,0,550,757,620,891,690,1754,2990,59255,830,808,3040,13274,500,841,2560,6650
"662",37174,"$50,000 under $75,000",2530,163679,2640,166295,2420,134824,30,90,297,50,109,810,1435,930,1479,1000,3090,2640,102336,1090,1845,2610,17494,640,1534,1980,5699
"663",37174,"$75,000 under $100,000",2380,183547,2120,186004,2000,156798,20,60,233,70,223,770,1722,910,1575,970,3617,2110,126848,1050,1902,2100,20932,530,1592,1570,5148
"664",37174,"$100,000 under $200,000",3650,359421,2740,363386,2630,311736,40,100,372,170,754,1370,4075,1670,3688,1730,8678,2740,274483,1060,1562,2720,49880,930,4017,1770,6940
"665",37174,"$200,000 or more",620,130588,440,132762,400,92459,0,0,0,50,449,280,1191,340,940,350,2861,430,114052,0,0,430,26675,240,4834,180,1914
"666",37175,"Total",220,14049,370,14171,270,8841,30,30,101,0,0,40,82,40,51,50,147,240,7786,40,46,330,1851,70,98,300,766
"667",37175,"$1 under $25,000",100,1923,160,1953,110,1105,0,30,101,0,0,0,0,0,0,0,0,40,210,0,0,140,355,0,0,140,296
"668",37175,"$25,000 under $50,000",60,4053,110,4096,80,2452,30,0,0,0,0,0,0,0,0,0,0,100,1830,40,46,100,432,40,45,90,237
"669",37175,"$50,000 under $75,000",30,2663,40,2712,30,1425,0,0,0,0,0,40,82,40,51,50,147,40,1630,0,0,40,295,30,53,30,110
"670",37175,"$75,000 under $100,000",30,5410,60,5410,50,3859,0,0,0,0,0,0,0,0,0,0,0,60,4116,0,0,50,769,0,0,40,123
"671",37175,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672",37175,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673",37178,"Total",620,38710,910,39062,750,29012,80,60,212,0,0,100,195,100,160,110,409,650,22969,160,197,880,5263,110,209,770,2065
"674",37178,"$1 under $25,000",220,5012,400,5094,310,3543,0,40,131,0,0,30,32,20,25,0,0,150,776,0,0,370,888,30,16,350,727
"675",37178,"$25,000 under $50,000",160,8154,220,8230,190,6532,50,0,0,0,0,0,0,0,0,30,66,210,3959,80,62,220,999,20,35,200,574
"676",37178,"$50,000 under $75,000",90,8802,140,8842,120,6495,0,20,81,0,0,40,95,30,35,30,97,140,5560,40,61,140,1002,40,41,110,347
"677",37178,"$75,000 under $100,000",80,7191,80,7243,70,5882,30,0,0,0,0,0,0,20,33,20,85,80,5089,40,74,80,946,0,0,70,278
"678",37178,"$100,000 under $200,000",70,9551,70,9653,60,6560,0,0,0,0,0,30,68,30,67,30,161,70,7585,0,0,70,1428,20,117,40,139
"679",37178,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680",37179,"Total",4490,439952,5530,447151,4860,346377,140,110,362,160,1190,1690,4280,1890,3959,2030,9616,4680,320082,1280,1899,5280,67177,1390,7232,3930,10975
"681",37179,"$1 under $25,000",330,15650,1480,16025,1190,12156,20,0,0,0,0,70,61,60,101,80,171,690,4036,0,0,1290,2108,180,151,1180,1597
"682",37179,"$25,000 under $50,000",630,36612,1000,37625,830,27740,30,40,130,0,0,180,267,210,341,240,635,940,18903,230,214,960,4183,190,418,790,1916
"683",37179,"$50,000 under $75,000",770,52164,830,53178,750,40780,40,30,69,60,132,270,496,290,440,320,1013,830,32863,330,554,820,5544,220,631,600,1721
"684",37179,"$75,000 under $100,000",780,62317,710,63079,670,51946,0,20,88,0,0,300,635,330,560,350,1295,710,43531,320,574,710,7067,180,587,530,1718
"685",37179,"$100,000 under $200,000",1580,165438,1220,167740,1150,139314,50,20,75,60,264,680,2008,760,1602,800,3933,1220,126894,400,557,1210,23344,470,2403,720,2914
"686",37179,"$200,000 or more",400,107771,290,109504,270,74441,0,0,0,40,794,190,813,240,915,240,2569,290,93855,0,0,290,24931,150,3042,110,1109
"687",37180,"Total",1050,56682,1350,57245,1170,46121,80,60,194,0,0,120,264,120,134,160,467,1020,33236,330,432,1290,7296,160,519,1150,3152
"688",37180,"$1 under $25,000",240,6165,510,6299,390,4678,20,20,60,0,0,0,0,0,0,0,0,190,993,0,0,460,1110,40,50,440,955
"689",37180,"$25,000 under $50,000",320,14443,400,14544,370,12612,30,20,62,0,0,40,43,40,31,50,107,390,7336,140,130,400,1844,30,48,360,1061
"690",37180,"$50,000 under $75,000",260,14070,230,14170,220,12032,0,20,72,0,0,30,81,30,32,40,120,230,8521,110,166,230,1552,30,56,200,616
"691",37180,"$75,000 under $100,000",140,9910,120,9978,110,8474,30,0,0,0,0,20,44,20,23,30,70,120,6819,60,106,110,1072,30,104,90,312
"692",37180,"$100,000 under $200,000",90,12094,90,12254,80,8325,0,0,0,0,0,30,96,30,48,40,170,90,9567,20,30,90,1718,30,261,60,208
"693",37180,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694",37181,"Total",410,23752,590,24094,470,18399,80,40,158,0,0,60,104,60,81,70,220,430,14040,110,140,560,3225,70,187,500,1364
"695",37181,"$1 under $25,000",130,3078,250,3165,180,2247,40,0,0,0,0,0,0,0,0,0,0,100,581,0,0,220,554,40,43,210,465
