"","zip","gross_income","num_dependents","adj_gross_income","total_income_returns","total_income_amount","taxes_paid_returns","taxes_paid_amount"
"3087",38231,"$200,000 or more",0,0,0,0,0,0
"3088",38232,"Total",510,28695,770,28951,60,197
"3089",38232,"$1 under $25,000",180,4422,350,4514,0,0
"3090",38232,"$25,000 under $50,000",160,7654,220,7730,40,72
"3091",38232,"$50,000 under $75,000",90,7040,110,7087,0,0
"3092",38232,"$75,000 under $100,000",50,4287,50,4328,20,125
"3093",38232,"$100,000 under $200,000",30,5292,40,5292,0,0
"3094",38232,"$200,000 or more",0,0,0,0,0,0
"3095",38233,"Total",730,46088,1130,47005,120,374
"3096",38233,"$1 under $25,000",240,6305,490,6410,0,0
"3097",38233,"$25,000 under $50,000",260,11366,320,11463,40,74
"3098",38233,"$50,000 under $75,000",130,10383,170,10511,30,77
"3099",38233,"$75,000 under $100,000",60,6012,70,6103,20,73
"3100",38233,"$100,000 under $200,000",40,12022,80,12518,30,150
"3101",38233,"$200,000 or more",0,0,0,0,0,0
"3102",38236,"Total",180,9977,270,10071,20,34
"3103",38236,"$1 under $25,000",70,1666,130,1690,0,0
"3104",38236,"$25,000 under $50,000",50,2538,70,2608,20,34
"3105",38236,"$50,000 under $75,000",40,2491,40,2491,0,0
"3106",38236,"$75,000 under $100,000",20,3282,30,3282,0,0
"3107",38236,"$100,000 under $200,000",0,0,0,0,0,0
"3108",38236,"$200,000 or more",0,0,0,0,0,0
"3109",38237,"Total",3320,270434,5750,274587,850,3276
"3110",38237,"$1 under $25,000",1050,31592,2600,32100,90,146
"3111",38237,"$25,000 under $50,000",860,46413,1320,46934,140,331
"3112",38237,"$50,000 under $75,000",560,48228,780,48834,170,442
"3113",38237,"$75,000 under $100,000",370,40643,470,41256,130,448
"3114",38237,"$100,000 under $200,000",370,62607,470,63542,240,1223
"3115",38237,"$200,000 or more",110,40951,110,41921,80,686
"3116",38240,"Total",540,31638,810,32119,50,112
"3117",38240,"$1 under $25,000",200,4578,360,4646,0,0
"3118",38240,"$25,000 under $50,000",170,7659,220,7693,0,0
"3119",38240,"$50,000 under $75,000",90,6908,110,6948,50,112
"3120",38240,"$75,000 under $100,000",50,5750,70,5881,0,0
"3121",38240,"$100,000 under $200,000",30,6743,50,6951,0,0
"3122",38240,"$200,000 or more",0,0,0,0,0,0
"3123",38241,"Total",190,12336,300,12512,0,0
"3124",38241,"$1 under $25,000",60,1665,130,1727,0,0
"3125",38241,"$25,000 under $50,000",50,2845,80,2845,0,0
"3126",38241,"$50,000 under $75,000",40,2839,50,2953,0,0
"3127",38241,"$75,000 under $100,000",40,4987,40,4987,0,0
"3128",38241,"$100,000 under $200,000",0,0,0,0,0,0
"3129",38241,"$200,000 or more",0,0,0,0,0,0
"3130",38242,"Total",5370,375079,8330,382636,1100,4239
"3131",38242,"$1 under $25,000",2220,50021,3970,51028,150,266
"3132",38242,"$25,000 under $50,000",1410,75316,2120,76404,230,488
"3133",38242,"$50,000 under $75,000",710,59415,970,60212,190,547
"3134",38242,"$75,000 under $100,000",440,49011,570,49780,160,581
"3135",38242,"$100,000 under $200,000",450,72471,540,73753,260,1238
"3136",38242,"$200,000 or more",140,68845,160,71459,110,1119
"3137",38251,"Total",680,50442,1170,51307,110,385
"3138",38251,"$1 under $25,000",250,6486,510,6584,0,0
"3139",38251,"$25,000 under $50,000",210,11995,330,12178,30,61
"3140",38251,"$50,000 under $75,000",110,10007,160,10156,40,163
"3141",38251,"$75,000 under $100,000",60,7758,90,7904,0,0
"3142",38251,"$100,000 under $200,000",50,14196,80,14485,40,161
"3143",38251,"$200,000 or more",0,0,0,0,0,0
"3144",38253,"Total",270,23832,450,24439,40,168
"3145",38253,"$1 under $25,000",70,2262,190,2300,20,42
"3146",38253,"$25,000 under $50,000",100,4161,110,4191,0,0
"3147",38253,"$50,000 under $75,000",40,4249,70,4381,0,0
"3148",38253,"$75,000 under $100,000",20,2648,30,2648,0,0
"3149",38253,"$100,000 under $200,000",40,10512,50,10919,20,126
"3150",38253,"$200,000 or more",0,0,0,0,0,0
"3151",38255,"Total",550,34621,920,35058,50,146
"3152",38255,"$1 under $25,000",220,5790,430,5864,0,0
"3153",38255,"$25,000 under $50,000",170,9247,260,9303,30,71
"3154",38255,"$50,000 under $75,000",80,7380,120,7445,0,0
"3155",38255,"$75,000 under $100,000",50,5103,60,5212,20,75
"3156",38255,"$100,000 under $200,000",30,7101,50,7234,0,0
"3157",38255,"$200,000 or more",0,0,0,0,0,0
"3158",38256,"Total",600,58491,1310,59250,180,721
"3159",38256,"$1 under $25,000",200,6952,580,7134,20,36
"3160",38256,"$25,000 under $50,000",140,11667,330,11775,50,108
"3161",38256,"$50,000 under $75,000",130,10883,180,11005,30,140
"3162",38256,"$75,000 under $100,000",50,9666,110,9720,30,149
"3163",38256,"$100,000 under $200,000",80,19323,110,19616,50,288
"3164",38256,"$200,000 or more",0,0,0,0,0,0
"3165",38257,"Total",1120,87444,1950,88800,250,1044
"3166",38257,"$1 under $25,000",440,11001,880,11152,20,31
"3167",38257,"$25,000 under $50,000",250,17697,500,17859,60,132
"3168",38257,"$50,000 under $75,000",200,16413,270,16642,50,117
"3169",38257,"$75,000 under $100,000",120,12559,150,12720,50,237
"3170",38257,"$100,000 under $200,000",80,14735,120,15388,70,527
"3171",38257,"$200,000 or more",30,15039,30,15039,0,0
"3172",38258,"Total",360,22533,600,22757,40,133
"3173",38258,"$1 under $25,000",140,3386,270,3434,0,0
"3174",38258,"$25,000 under $50,000",120,5884,160,5950,0,0
"3175",38258,"$50,000 under $75,000",60,5351,90,5388,40,133
"3176",38258,"$75,000 under $100,000",40,3930,50,4003,0,0
"3177",38258,"$100,000 under $200,000",0,3982,30,3982,0,0
"3178",38258,"$200,000 or more",0,0,0,0,0,0
"3179",38259,"Total",240,14882,340,15021,30,115
"3180",38259,"$1 under $25,000",70,1632,140,1682,0,0
"3181",38259,"$25,000 under $50,000",70,3271,90,3271,0,0
"3182",38259,"$50,000 under $75,000",70,3302,50,3391,30,115
"3183",38259,"$75,000 under $100,000",0,2195,30,2195,0,0
"3184",38259,"$100,000 under $200,000",30,4482,30,4482,0,0
"3185",38259,"$200,000 or more",0,0,0,0,0,0
"3186",38260,"Total",1100,68420,1650,69282,180,660
"3187",38260,"$1 under $25,000",320,8543,690,8647,0,0
"3188",38260,"$25,000 under $50,000",350,17470,490,17655,50,113
"3189",38260,"$50,000 under $75,000",200,14588,240,14759,40,114
"3190",38260,"$75,000 under $100,000",130,10350,120,10464,30,141
"3191",38260,"$100,000 under $200,000",100,17469,110,17757,60,292
"3192",38260,"$200,000 or more",0,0,0,0,0,0
"3193",38261,"Total",4810,300385,6960,305316,890,3584
"3194",38261,"$1 under $25,000",2000,43610,3340,44240,110,181
"3195",38261,"$25,000 under $50,000",1460,64480,1830,65028,180,365
"3196",38261,"$50,000 under $75,000",640,52302,860,52916,180,495
"3197",38261,"$75,000 under $100,000",300,37333,440,37898,120,434
"3198",38261,"$100,000 under $200,000",330,50970,390,52067,210,1042
"3199",38261,"$200,000 or more",80,51690,100,53167,90,1067
"3200",38301,"Total",10290,461038,13790,465776,1310,4062
"3201",38301,"$1 under $25,000",5570,98363,7770,99536,210,332
"3202",38301,"$25,000 under $50,000",3050,124927,3560,125863,390,843
"3203",38301,"$50,000 under $75,000",840,79380,1300,80092,280,712
"3204",38301,"$75,000 under $100,000",410,50928,590,51467,160,534
"3205",38301,"$100,000 under $200,000",360,60406,470,61284,200,866
"3206",38301,"$200,000 or more",60,47034,100,47534,70,775
"3207",38305,"Total",15760,1395061,22810,1419505,5500,25833
"3208",38305,"$1 under $25,000",5070,110414,9010,112356,400,983
"3209",38305,"$25,000 under $50,000",4130,201994,5560,204366,1070,2641
"3210",38305,"$50,000 under $75,000",2020,181762,2960,184110,940,2943
"3211",38305,"$75,000 under $100,000",1330,167396,1940,169665,830,3248
"3212",38305,"$100,000 under $200,000",2060,318279,2390,323535,1490,7811
"3213",38305,"$200,000 or more",1150,415216,950,425473,770,8207
"3214",38310,"Total",1570,95151,2240,96342,290,1020
"3215",38310,"$1 under $25,000",560,12636,1040,12896,40,64
"3216",38310,"$25,000 under $50,000",410,20898,580,21116,60,136
"3217",38310,"$50,000 under $75,000",240,16906,280,17063,60,157
"3218",38310,"$75,000 under $100,000",160,13091,150,13193,40,142
"3219",38310,"$100,000 under $200,000",170,20818,160,21272,70,297
"3220",38310,"$200,000 or more",30,10802,30,10802,20,224
"3221",38311,"Total",160,17252,320,17397,60,175
"3222",38311,"$1 under $25,000",30,1644,130,1666,0,0
"3223",38311,"$25,000 under $50,000",40,2559,70,2627,30,43
"3224",38311,"$50,000 under $75,000",30,3319,50,3319,0,0
"3225",38311,"$75,000 under $100,000",30,3102,40,3157,30,132
"3226",38311,"$100,000 under $200,000",30,6628,30,6628,0,0
"3227",38311,"$200,000 or more",0,0,0,0,0,0
"3228",38313,"Total",830,65311,1380,66030,150,536
"3229",38313,"$1 under $25,000",220,6674,530,6815,0,0
"3230",38313,"$25,000 under $50,000",260,13320,370,13404,40,82
"3231",38313,"$50,000 under $75,000",150,13186,210,13289,50,166
"3232",38313,"$75,000 under $100,000",100,11231,130,11311,0,0
"3233",38313,"$100,000 under $200,000",100,20900,140,21211,60,288
"3234",38313,"$200,000 or more",0,0,0,0,0,0
"3235",38315,"Total",920,49605,1330,50087,140,314
"3236",38315,"$1 under $25,000",350,8008,630,8148,0,0
"3237",38315,"$25,000 under $50,000",280,12094,340,12192,50,77
"3238",38315,"$50,000 under $75,000",150,11264,190,11358,30,61
"3239",38315,"$75,000 under $100,000",70,8782,100,8869,30,79
"3240",38315,"$100,000 under $200,000",70,9457,70,9520,30,97
"3241",38315,"$200,000 or more",0,0,0,0,0,0
"3242",38316,"Total",730,46118,1150,46623,100,278
"3243",38316,"$1 under $25,000",210,5943,480,6037,0,0
"3244",38316,"$25,000 under $50,000",250,11372,320,11508,30,65
"3245",38316,"$50,000 under $75,000",120,11423,190,11511,40,104
"3246",38316,"$75,000 under $100,000",100,8149,90,8243,0,0
"3247",38316,"$100,000 under $200,000",50,9231,70,9324,30,109
"3248",38316,"$200,000 or more",0,0,0,0,0,0
"3249",38317,"Total",660,33789,930,34025,70,213
"3250",38317,"$1 under $25,000",280,6096,470,6152,0,0
"3251",38317,"$25,000 under $50,000",170,7921,220,8018,40,100
"3252",38317,"$50,000 under $75,000",110,8149,130,8191,0,0
"3253",38317,"$75,000 under $100,000",50,5027,60,5068,30,113
"3254",38317,"$100,000 under $200,000",50,6596,50,6596,0,0
"3255",38317,"$200,000 or more",0,0,0,0,0,0
"3256",38318,"Total",130,5903,180,5924,0,0
"3257",38318,"$1 under $25,000",60,1139,90,1160,0,0
"3258",38318,"$25,000 under $50,000",30,1713,50,1713,0,0
"3259",38318,"$50,000 under $75,000",40,3051,40,3051,0,0
"3260",38318,"$75,000 under $100,000",0,0,0,0,0,0
"3261",38318,"$100,000 under $200,000",0,0,0,0,0,0
"3262",38318,"$200,000 or more",0,0,0,0,0,0
"3263",38320,"Total",2710,183774,4340,186096,540,1991
"3264",38320,"$1 under $25,000",1090,26190,2030,26569,60,100
"3265",38320,"$25,000 under $50,000",730,38258,1070,38703,120,258
"3266",38320,"$50,000 under $75,000",400,35554,580,35943,110,312
"3267",38320,"$75,000 under $100,000",220,26956,310,27215,80,294
"3268",38320,"$100,000 under $200,000",240,38286,300,38733,140,716
"3269",38320,"$200,000 or more",30,18530,50,18933,30,311
"3270",38321,"Total",660,41399,1010,41802,90,313
"3271",38321,"$1 under $25,000",220,5297,410,5373,0,0
"3272",38321,"$25,000 under $50,000",210,11509,320,11579,50,120
"3273",38321,"$50,000 under $75,000",120,8852,140,8916,0,0
"3274",38321,"$75,000 under $100,000",70,6941,80,7039,40,193
"3275",38321,"$100,000 under $200,000",40,8800,60,8895,0,0
"3276",38321,"$200,000 or more",0,0,0,0,0,0
"3277",38326,"Total",540,56680,1030,57538,230,1028
"3278",38326,"$1 under $25,000",200,5122,410,5292,20,47
"3279",38326,"$25,000 under $50,000",130,8983,250,9110,30,92
"3280",38326,"$50,000 under $75,000",60,7520,120,7617,30,63
"3281",38326,"$75,000 under $100,000",60,7836,90,7935,40,159
"3282",38326,"$100,000 under $200,000",90,17052,130,17417,80,387
"3283",38326,"$200,000 or more",0,10167,30,10167,30,280
"3284",38327,"Total",160,7639,210,7673,0,0
"3285",38327,"$1 under $25,000",70,1320,100,1354,0,0
"3286",38327,"$25,000 under $50,000",50,2303,70,2303,0,0
"3287",38327,"$50,000 under $75,000",40,1291,20,1291,0,0
"3288",38327,"$75,000 under $100,000",0,2725,20,2725,0,0
"3289",38327,"$100,000 under $200,000",0,0,0,0,0,0
"3290",38327,"$200,000 or more",0,0,0,0,0,0
"3291",38328,"Total",210,15048,350,15178,40,111
"3292",38328,"$1 under $25,000",50,1543,130,1558,0,0
"3293",38328,"$25,000 under $50,000",80,4270,120,4329,0,0
"3294",38328,"$50,000 under $75,000",40,3364,50,3364,40,111
"3295",38328,"$75,000 under $100,000",40,2996,30,3052,0,0
"3296",38328,"$100,000 under $200,000",0,2875,20,2875,0,0
"3297",38328,"$200,000 or more",0,0,0,0,0,0
"3298",38329,"Total",850,50532,1230,51267,150,451
"3299",38329,"$1 under $25,000",290,6340,540,6495,0,0
"3300",38329,"$25,000 under $50,000",230,11644,320,11828,40,78
"3301",38329,"$50,000 under $75,000",170,11299,190,11354,50,118
"3302",38329,"$75,000 under $100,000",90,8850,100,8965,30,90
"3303",38329,"$100,000 under $200,000",70,12399,80,12625,30,165
"3304",38329,"$200,000 or more",0,0,0,0,0,0
"3305",38330,"Total",1100,61809,1580,62579,150,457
"3306",38330,"$1 under $25,000",380,8171,670,8283,0,0
"3307",38330,"$25,000 under $50,000",340,16463,460,16631,40,77
"3308",38330,"$50,000 under $75,000",180,14224,230,14421,40,107
"3309",38330,"$75,000 under $100,000",120,11297,130,11394,30,108
"3310",38330,"$100,000 under $200,000",80,11654,90,11850,40,165
"3311",38330,"$200,000 or more",0,0,0,0,0,0
"3312",38332,"Total",290,16141,400,16364,40,141
"3313",38332,"$1 under $25,000",100,2142,170,2198,0,0
"3314",38332,"$25,000 under $50,000",90,4087,110,4155,20,35
"3315",38332,"$50,000 under $75,000",60,4450,70,4450,20,106
"3316",38332,"$75,000 under $100,000",40,5462,50,5561,0,0
"3317",38332,"$100,000 under $200,000",0,0,0,0,0,0
"3318",38332,"$200,000 or more",0,0,0,0,0,0
"3319",38333,"Total",110,7792,190,7815,0,0
"3320",38333,"$1 under $25,000",30,820,60,843,0,0
"3321",38333,"$25,000 under $50,000",40,2442,70,2442,0,0
"3322",38333,"$50,000 under $75,000",40,2008,30,2008,0,0
"3323",38333,"$75,000 under $100,000",0,2522,30,2522,0,0
"3324",38333,"$100,000 under $200,000",0,0,0,0,0,0
"3325",38333,"$200,000 or more",0,0,0,0,0,0
"3326",38334,"Total",510,29184,690,29536,90,259
"3327",38334,"$1 under $25,000",160,3666,290,3782,30,56
"3328",38334,"$25,000 under $50,000",160,7020,200,7152,0,0
"3329",38334,"$50,000 under $75,000",80,6395,100,6395,30,74
"3330",38334,"$75,000 under $100,000",50,4265,50,4369,0,0
"3331",38334,"$100,000 under $200,000",60,7838,50,7838,30,129
"3332",38334,"$200,000 or more",0,0,0,0,0,0
"3333",38337,"Total",410,24766,580,25080,40,146
"3334",38337,"$1 under $25,000",140,2980,240,3046,20,45
"3335",38337,"$25,000 under $50,000",110,6262,170,6437,0,0
"3336",38337,"$50,000 under $75,000",70,4913,80,4913,0,0
"3337",38337,"$75,000 under $100,000",30,4028,50,4101,0,0
"3338",38337,"$100,000 under $200,000",60,6583,40,6583,20,101
"3339",38337,"$200,000 or more",0,0,0,0,0,0
"3340",38339,"Total",180,11994,280,12078,40,98
"3341",38339,"$1 under $25,000",60,1649,130,1704,0,0
"3342",38339,"$25,000 under $50,000",40,2530,70,2530,0,0
"3343",38339,"$50,000 under $75,000",40,2602,40,2631,40,98
"3344",38339,"$75,000 under $100,000",40,1929,20,1929,0,0
"3345",38339,"$100,000 under $200,000",0,3284,20,3284,0,0
"3346",38339,"$200,000 or more",0,0,0,0,0,0
"3347",38340,"Total",3530,200873,4820,204064,640,2038
"3348",38340,"$1 under $25,000",1200,26995,2120,27473,70,112
"3349",38340,"$25,000 under $50,000",980,44128,1240,44678,140,301
"3350",38340,"$50,000 under $75,000",590,41764,680,42323,120,329
"3351",38340,"$75,000 under $100,000",370,34191,400,34506,120,398
"3352",38340,"$100,000 under $200,000",350,42972,340,43725,170,758
"3353",38340,"$200,000 or more",40,10823,40,11359,20,140
"3354",38341,"Total",510,30854,820,31256,110,309
"3355",38341,"$1 under $25,000",230,4978,400,5077,0,0
"3356",38341,"$25,000 under $50,000",140,8309,230,8402,50,86
"3357",38341,"$50,000 under $75,000",60,5456,90,5560,30,102
"3358",38341,"$75,000 under $100,000",40,4330,50,4330,0,0
"3359",38341,"$100,000 under $200,000",40,7781,50,7887,30,121
"3360",38341,"$200,000 or more",0,0,0,0,0,0
"3361",38342,"Total",370,20193,570,20379,40,121
"3362",38342,"$1 under $25,000",170,3918,300,3992,0,0
"3363",38342,"$25,000 under $50,000",90,4603,130,4639,20,42
"3364",38342,"$50,000 under $75,000",50,3696,60,3696,0,0
"3365",38342,"$75,000 under $100,000",30,3356,40,3432,20,79
"3366",38342,"$100,000 under $200,000",30,4620,40,4620,0,0
"3367",38342,"$200,000 or more",0,0,0,0,0,0
"3368",38343,"Total",4670,299384,6600,303315,900,3333
"3369",38343,"$1 under $25,000",1920,38789,3130,39330,110,211
"3370",38343,"$25,000 under $50,000",1380,60955,1710,61646,170,380
"3371",38343,"$50,000 under $75,000",520,47174,770,47633,180,485
"3372",38343,"$75,000 under $100,000",350,38597,450,39015,130,445
"3373",38343,"$100,000 under $200,000",370,55929,420,56830,210,988
"3374",38343,"$200,000 or more",130,57940,120,58861,100,824
"3375",38344,"Total",2330,157051,3550,159383,420,1659
"3376",38344,"$1 under $25,000",830,18473,1530,18774,20,44
"3377",38344,"$25,000 under $50,000",580,31209,870,31571,90,204
"3378",38344,"$50,000 under $75,000",350,29900,490,30272,80,235
"3379",38344,"$75,000 under $100,000",260,29080,340,29456,70,276
"3380",38344,"$100,000 under $200,000",270,35885,280,36356,130,649
"3381",38344,"$200,000 or more",40,12504,40,12954,30,251
"3382",38345,"Total",540,35263,810,35547,110,298
"3383",38345,"$1 under $25,000",170,4232,340,4310,20,40
"3384",38345,"$25,000 under $50,000",140,7272,200,7319,0,0
"3385",38345,"$50,000 under $75,000",110,8813,150,8878,30,74
"3386",38345,"$75,000 under $100,000",60,5593,60,5593,30,81
"3387",38345,"$100,000 under $200,000",60,9353,60,9447,30,103
"3388",38345,"$200,000 or more",0,0,0,0,0,0
"3389",38347,"Total",110,6353,160,6387,0,0
"3390",38347,"$1 under $25,000",40,894,70,928,0,0
"3391",38347,"$25,000 under $50,000",30,1342,40,1342,0,0
"3392",38347,"$50,000 under $75,000",40,4117,50,4117,0,0
"3393",38347,"$75,000 under $100,000",0,0,0,0,0,0
"3394",38347,"$100,000 under $200,000",0,0,0,0,0,0
"3395",38347,"$200,000 or more",0,0,0,0,0,0
"3396",38348,"Total",240,15345,380,15426,40,134
"3397",38348,"$1 under $25,000",80,1851,150,1879,0,0
"3398",38348,"$25,000 under $50,000",70,4080,110,4080,0,0
"3399",38348,"$50,000 under $75,000",30,3126,50,3179,0,0
"3400",38348,"$75,000 under $100,000",30,3008,40,3008,40,134
"3401",38348,"$100,000 under $200,000",30,3280,30,3280,0,0
"3402",38348,"$200,000 or more",0,0,0,0,0,0
"3403",38351,"Total",5260,327026,7470,331244,900,3455
"3404",38351,"$1 under $25,000",1840,40532,3220,41179,70,125
"3405",38351,"$25,000 under $50,000",1500,71321,1980,71901,170,401
"3406",38351,"$50,000 under $75,000",810,63807,1040,64435,190,558
"3407",38351,"$75,000 under $100,000",560,52612,610,53277,160,624
"3408",38351,"$100,000 under $200,000",480,68838,530,69637,250,1248
"3409",38351,"$200,000 or more",70,29916,90,30815,60,499
"3410",38352,"Total",150,9683,230,9746,30,83
"3411",38352,"$1 under $25,000",40,1058,90,1079,0,0
"3412",38352,"$25,000 under $50,000",40,2114,60,2156,0,0
"3413",38352,"$50,000 under $75,000",30,2382,40,2382,30,83
"3414",38352,"$75,000 under $100,000",40,4129,40,4129,0,0
"3415",38352,"$100,000 under $200,000",0,0,0,0,0,0
"3416",38352,"$200,000 or more",0,0,0,0,0,0
"3417",38355,"Total",2520,170077,2830,172758,660,2646
"3418",38355,"$1 under $25,000",330,9366,840,9583,30,64
"3419",38355,"$25,000 under $50,000",540,23568,640,23878,100,237
"3420",38355,"$50,000 under $75,000",510,29943,480,30337,120,410
"3421",38355,"$75,000 under $100,000",480,33947,390,34296,150,556
"3422",38355,"$100,000 under $200,000",550,52119,410,52853,210,1004
"3423",38355,"$200,000 or more",110,21134,70,21811,50,375
"3424",38356,"Total",620,43776,990,44251,160,449
"3425",38356,"$1 under $25,000",200,5134,420,5223,0,0
"3426",38356,"$25,000 under $50,000",160,9269,260,9357,50,87
"3427",38356,"$50,000 under $75,000",100,8516,140,8594,30,65
"3428",38356,"$75,000 under $100,000",70,7042,80,7088,30,87
"3429",38356,"$100,000 under $200,000",90,13815,90,13989,50,210
"3430",38356,"$200,000 or more",0,0,0,0,0,0
"3431",38357,"Total",730,45420,1100,46039,160,473
"3432",38357,"$1 under $25,000",290,6358,490,6443,0,0
"3433",38357,"$25,000 under $50,000",180,10531,290,10652,50,90
"3434",38357,"$50,000 under $75,000",110,9580,160,9689,40,90
"3435",38357,"$75,000 under $100,000",90,7040,80,7344,30,97
"3436",38357,"$100,000 under $200,000",60,11911,80,11911,40,196
"3437",38357,"$200,000 or more",0,0,0,0,0,0
"3438",38358,"Total",3610,234637,4990,237787,660,2538
"3439",38358,"$1 under $25,000",1250,27640,2280,27997,60,124
"3440",38358,"$25,000 under $50,000",990,43778,1220,44244,120,291
"3441",38358,"$50,000 under $75,000",540,41981,680,42458,150,413
"3442",38358,"$75,000 under $100,000",360,33152,380,33458,110,393
"3443",38358,"$100,000 under $200,000",390,44931,360,45790,170,831
"3444",38358,"$200,000 or more",80,43155,70,43840,50,486
"3445",38359,"Total",70,3494,110,3494,0,0
"3446",38359,"$1 under $25,000",30,716,50,716,0,0
"3447",38359,"$25,000 under $50,000",40,1299,40,1299,0,0
"3448",38359,"$50,000 under $75,000",0,1479,20,1479,0,0
"3449",38359,"$75,000 under $100,000",0,0,0,0,0,0
"3450",38359,"$100,000 under $200,000",0,0,0,0,0,0
"3451",38359,"$200,000 or more",0,0,0,0,0,0
"3452",38361,"Total",250,15125,400,15234,40,120
"3453",38361,"$1 under $25,000",110,2515,190,2553,0,0
"3454",38361,"$25,000 under $50,000",70,3685,110,3685,0,0
"3455",38361,"$50,000 under $75,000",50,3371,50,3442,40,120
"3456",38361,"$75,000 under $100,000",0,2470,30,2470,0,0
"3457",38361,"$100,000 under $200,000",20,3084,20,3084,0,0
"3458",38361,"$200,000 or more",0,0,0,0,0,0
"3459",38362,"Total",450,26229,600,26470,80,209
"3460",38362,"$1 under $25,000",140,3034,230,3073,0,0
"3461",38362,"$25,000 under $50,000",130,5956,170,6027,30,42
"3462",38362,"$50,000 under $75,000",100,6331,110,6386,20,57
"3463",38362,"$75,000 under $100,000",40,4130,50,4206,30,110
"3464",38362,"$100,000 under $200,000",40,6778,40,6778,0,0
"3465",38362,"$200,000 or more",0,0,0,0,0,0
"3466",38363,"Total",1530,86080,2230,86949,240,702
"3467",38363,"$1 under $25,000",570,13708,1070,13870,0,0
"3468",38363,"$25,000 under $50,000",500,21843,600,22024,80,125
"3469",38363,"$50,000 under $75,000",210,16289,270,16461,50,164
"3470",38363,"$75,000 under $100,000",130,13156,150,13285,50,150
"3471",38363,"$100,000 under $200,000",120,21084,140,21309,60,263
"3472",38363,"$200,000 or more",0,0,0,0,0,0
"3473",38366,"Total",700,43491,1050,43919,100,294
"3474",38366,"$1 under $25,000",230,5382,440,5496,0,0
"3475",38366,"$25,000 under $50,000",220,11115,310,11197,30,65
"3476",38366,"$50,000 under $75,000",120,8754,140,8857,40,98
"3477",38366,"$75,000 under $100,000",70,7524,90,7548,0,0
"3478",38366,"$100,000 under $200,000",60,10716,70,10821,30,131
"3479",38366,"$200,000 or more",0,0,0,0,0,0
"3480",38367,"Total",770,45950,1060,46400,120,396
"3481",38367,"$1 under $25,000",250,6033,480,6094,30,47
"3482",38367,"$25,000 under $50,000",200,9250,250,9357,0,0
"3483",38367,"$50,000 under $75,000",130,9878,160,9943,20,47
"3484",38367,"$75,000 under $100,000",90,6672,80,6753,20,81
"3485",38367,"$100,000 under $200,000",100,14117,90,14253,50,221
"3486",38367,"$200,000 or more",0,0,0,0,0,0
"3487",38368,"Total",550,27702,740,28042,50,127
"3488",38368,"$1 under $25,000",200,4371,350,4451,0,0
"3489",38368,"$25,000 under $50,000",150,6762,190,6828,30,62
"3490",38368,"$50,000 under $75,000",100,6594,110,6660,0,0
"3491",38368,"$75,000 under $100,000",60,5074,60,5202,20,65
"3492",38368,"$100,000 under $200,000",40,4901,30,4901,0,0
"3493",38368,"$200,000 or more",0,0,0,0,0,0
"3494",38369,"Total",480,31184,780,31564,70,169
"3495",38369,"$1 under $25,000",160,4435,350,4514,0,0
"3496",38369,"$25,000 under $50,000",150,7517,210,7619,40,74
"3497",38369,"$50,000 under $75,000",90,6669,110,6691,0,0
"3498",38369,"$75,000 under $100,000",30,5105,60,5163,30,95
"3499",38369,"$100,000 under $200,000",50,7458,50,7577,0,0
"3500",38369,"$200,000 or more",0,0,0,0,0,0
"3501",38370,"Total",160,9796,260,9824,0,0
"3502",38370,"$1 under $25,000",70,1569,130,1569,0,0
"3503",38370,"$25,000 under $50,000",50,2202,60,2230,0,0
"3504",38370,"$50,000 under $75,000",0,2097,30,2097,0,0
"3505",38370,"$75,000 under $100,000",40,3928,40,3928,0,0
"3506",38370,"$100,000 under $200,000",0,0,0,0,0,0
"3507",38370,"$200,000 or more",0,0,0,0,0,0
"3508",38371,"Total",330,18008,470,18220,40,133
"3509",38371,"$1 under $25,000",120,2869,220,2916,0,0
"3510",38371,"$25,000 under $50,000",90,4437,120,4486,0,0
"3511",38371,"$50,000 under $75,000",60,4266,70,4382,40,133
"3512",38371,"$75,000 under $100,000",30,2197,30,2197,0,0
"3513",38371,"$100,000 under $200,000",30,4239,30,4239,0,0
"3514",38371,"$200,000 or more",0,0,0,0,0,0
"3515",38372,"Total",4840,298126,6880,302787,870,3442
"3516",38372,"$1 under $25,000",1890,42228,3300,43061,90,163
"3517",38372,"$25,000 under $50,000",1310,61300,1710,62027,160,307
"3518",38372,"$50,000 under $75,000",650,46937,770,47447,150,390
"3519",38372,"$75,000 under $100,000",440,42049,490,42524,130,427
"3520",38372,"$100,000 under $200,000",440,63401,490,64366,240,1214
"3521",38372,"$200,000 or more",110,42211,120,43362,100,941
"3522",38374,"Total",510,30947,760,31250,90,291
"3523",38374,"$1 under $25,000",180,4333,350,4387,0,0
"3524",38374,"$25,000 under $50,000",160,7671,210,7765,30,56
"3525",38374,"$50,000 under $75,000",90,5707,90,5707,40,108
"3526",38374,"$75,000 under $100,000",50,5557,60,5712,0,0
"3527",38374,"$100,000 under $200,000",30,7679,50,7679,20,127
"3528",38374,"$200,000 or more",0,0,0,0,0,0
"3529",38375,"Total",2610,142816,3660,144709,390,1412
"3530",38375,"$1 under $25,000",1030,21989,1770,22265,30,59
"3531",38375,"$25,000 under $50,000",750,34952,960,35327,80,179
"3532",38375,"$50,000 under $75,000",320,26824,440,27054,70,177
"3533",38375,"$75,000 under $100,000",250,21329,250,21597,80,254
